loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,purpose
24000.0,60.0,18.99,622.45,4,10.0,1,11.532737896139919,1
7200.0,36.0,12.59,241.18,2,2.0,3,10.77897712300635,2
16000.0,36.0,10.99,523.75,1,10.0,3,10.714439990727769,1
20000.0,36.0,13.99,683.46,2,5.0,3,11.082157933374816,2
15000.0,36.0,12.59,502.46,2,3.0,3,10.596659732783579,2
7000.0,36.0,11.99,232.47,2,6.0,3,10.308985993422082,8
26600.0,60.0,23.99,765.08,5,10.0,3,11.06665398721974,2
25000.0,36.0,5.32,752.87,0,10.0,2,11.289794413577894,2
8675.0,36.0,13.99,296.45,2,9.0,1,10.60080104196549,2
12000.0,60.0,13.67,277.18,2,1.0,3,10.819798284210286,1
9000.0,36.0,9.99,290.37,1,10.0,3,10.34177474101152,6
5000.0,36.0,13.18,168.91,2,5.0,3,10.463131911491967,2
13100.0,60.0,14.48,308.09,2,10.0,1,11.451060699493427,2
7400.0,36.0,13.67,251.74,2,,2,10.06330784398357,2
20000.0,60.0,14.48,470.36,2,10.0,1,11.608244735642321,2
10000.0,36.0,8.38,315.12,1,2.0,3,10.085850775128717,2
11325.0,36.0,16.55,401.24,3,2.0,3,11.034905792929415,0
10000.0,36.0,6.24,305.31,0,0.0,1,11.289794413577894,1
1500.0,36.0,13.44,50.86,2,10.0,1,11.472113887062386,3
8000.0,36.0,11.48,263.74,1,2.0,3,10.545367754151743,2
10000.0,36.0,9.76,321.55,1,3.0,1,10.839600519357369,1
34000.0,36.0,8.38,1071.41,1,10.0,1,11.42955472553732,2
5000.0,36.0,8.38,157.56,1,8.0,1,11.577785809317154,1
28000.0,36.0,8.38,882.34,1,10.0,2,12.691583538230217,2
16000.0,60.0,13.67,369.57,2,4.0,1,12.660331092405904,1
22400.0,36.0,5.32,674.58,0,10.0,1,11.608244735642321,1
15300.0,36.0,18.99,560.76,4,10.0,2,10.714439990727769,2
7200.0,36.0,13.18,243.23,2,4.0,3,11.251573687764477,6
15000.0,36.0,9.99,483.94,1,1.0,1,11.350418300109132,2
12000.0,36.0,10.78,391.62,1,6.0,3,10.915106645867501,2
17000.0,36.0,8.38,535.71,1,,1,11.305765985028835,2
3000.0,36.0,12.59,100.5,2,,1,10.12667110305036,3
14000.0,60.0,13.44,321.71,2,5.0,3,10.596659732783579,2
14000.0,36.0,9.76,450.17,1,5.0,3,10.859018228147885,1
8000.0,36.0,7.26,247.97,0,10.0,3,11.225256725762893,1
22950.0,36.0,17.97,829.36,3,8.0,2,11.652696102959753,2
12000.0,60.0,17.57,301.93,3,0.0,3,10.596659732783579,2
10000.0,36.0,9.76,321.55,1,3.0,3,10.714439990727769,1
25000.0,60.0,13.67,577.44,2,7.0,1,11.849404844423074,2
4800.0,36.0,9.76,154.35,1,10.0,1,10.985309671896763,2
11525.0,60.0,13.18,263.3,2,8.0,1,10.491301994830229,2
28000.0,60.0,10.64,603.78,1,10.0,2,11.820417517632333,1
35000.0,36.0,17.86,1262.88,3,10.0,3,11.849404844423074,2
20000.0,36.0,5.32,602.3,0,4.0,2,11.034905792929415,3
7000.0,36.0,8.38,220.59,1,2.0,3,10.668978650219241,8
2400.0,36.0,13.67,81.65,2,0.0,3,10.596659732783579,2
7000.0,36.0,15.41,244.07,3,5.0,3,11.082157933374816,2
7000.0,36.0,11.99,232.47,2,10.0,1,11.112462823634855,2
7500.0,36.0,9.17,239.1,1,8.0,1,10.714439990727769,2
24000.0,36.0,26.77,976.85,6,3.0,3,11.289794413577894,10
5000.0,36.0,9.17,159.4,1,10.0,1,11.043641576648842,8
20000.0,60.0,13.67,461.96,2,0.0,1,10.819798284210286,2
13000.0,36.0,11.99,431.73,2,10.0,1,10.392098241730961,2
21000.0,36.0,9.17,669.46,1,10.0,1,10.915106645867501,1
20400.0,36.0,5.32,614.35,0,0.0,1,12.100717685412471,1
15000.0,60.0,13.67,346.47,2,2.0,1,10.933124826700706,2
25000.0,60.0,16.55,615.29,3,10.0,3,11.289794413577894,1
16900.0,36.0,15.41,589.25,3,0.0,3,10.758073078973604,2
21000.0,36.0,9.76,675.25,1,6.0,1,12.25486757159303,4
3000.0,36.0,12.59,100.5,2,9.0,1,10.859018228147885,1
8000.0,36.0,12.59,267.98,2,0.0,3,10.373522431293592,2
16500.0,60.0,11.22,360.57,1,5.0,1,10.994017265010882,2
35000.0,60.0,17.57,880.61,3,1.0,1,11.51293546492023,2
15000.0,36.0,7.26,464.95,0,0.0,1,11.082157933374816,3
15000.0,60.0,18.49,384.92,4,10.0,3,10.859018228147885,2
10000.0,36.0,5.32,301.15,0,,2,10.545367754151743,3
15000.0,36.0,11.22,492.65,1,2.0,3,11.326607934898927,2
2400.0,36.0,11.49,79.14,1,10.0,1,11.695255355062795,3
11000.0,36.0,7.89,344.15,0,3.0,1,10.87806606028079,1
23500.0,36.0,10.78,766.92,1,0.0,3,11.032483545838678,2
10000.0,60.0,7.89,202.24,0,4.0,3,11.350418300109132,2
12675.0,60.0,16.59,312.22,3,10.0,1,10.819798284210286,3
20000.0,60.0,9.17,416.82,1,0.0,3,10.819798284210286,2
9000.0,36.0,15.41,313.8,3,10.0,1,11.23850177707664,3
30000.0,60.0,16.55,738.34,3,9.0,1,11.461642696843066,2
24000.0,60.0,18.49,615.86,3,10.0,3,12.013706813470412,2
35000.0,36.0,9.8,1126.07,1,5.0,3,12.206077645517674,1
15000.0,60.0,16.99,372.71,3,10.0,1,11.157235749819899,2
18000.0,36.0,16.99,641.66,3,10.0,1,10.859018228147885,2
15000.0,36.0,10.64,488.53,1,10.0,1,11.289794413577894,2
12000.0,36.0,11.22,394.12,1,,2,10.491301994830229,2
11525.0,36.0,7.26,357.24,0,10.0,1,11.350418300109132,2
16000.0,36.0,7.91,500.72,0,0.0,1,10.819798284210286,2
25000.0,60.0,8.38,511.47,1,8.0,1,11.849404844423074,2
35000.0,36.0,13.67,1190.62,2,4.0,1,11.289794413577894,2
23025.0,60.0,16.55,566.68,3,10.0,2,10.77897712300635,1
15000.0,60.0,12.88,340.38,2,10.0,2,10.596659732783579,2
10000.0,36.0,5.32,301.15,0,10.0,1,11.595270136475436,3
15000.0,36.0,7.26,464.95,0,10.0,1,12.301387370778713,3
6000.0,36.0,7.26,185.98,0,0.0,1,10.933124826700706,1
12000.0,36.0,8.38,378.15,1,10.0,1,11.461642696843066,2
15000.0,36.0,6.89,462.41,0,0.0,3,11.472113887062386,1
21000.0,36.0,8.38,661.76,1,10.0,1,11.552155793461898,2
6400.0,36.0,9.76,205.79,1,0.0,3,10.463131911491967,1
30000.0,36.0,7.26,929.89,0,10.0,1,11.736077016252437,2
12000.0,36.0,16.99,427.78,3,7.0,3,11.05147713456689,2
16000.0,36.0,7.89,500.58,0,5.0,3,11.362114203075018,3
25225.0,60.0,11.22,551.23,1,,3,11.184435286790631,2
10000.0,60.0,15.41,240.06,3,2.0,3,10.308985993422082,1
18000.0,36.0,14.48,619.41,2,2.0,1,11.034905792929415,2
19500.0,60.0,18.2,497.3,4,5.0,3,10.571342565808699,2
10000.0,36.0,10.64,325.69,1,3.0,3,10.691967639914864,5
20000.0,36.0,11.49,659.43,1,,3,10.94024216782542,2
10000.0,36.0,5.32,301.15,0,4.0,3,9.952325334619427,1
1200.0,36.0,9.76,38.59,1,9.0,3,11.121082157436103,5
19000.0,60.0,18.2,484.55,4,8.0,1,10.614007941153417,2
8000.0,36.0,11.22,262.75,1,10.0,3,11.225256725762893,2
30000.0,36.0,9.17,956.37,1,,3,11.06665398721974,2
26400.0,60.0,10.64,569.28,1,2.0,3,11.184435286790631,2
10000.0,36.0,9.17,318.79,1,10.0,1,11.51293546492023,2
18000.0,36.0,7.26,557.94,0,7.0,1,10.77897712300635,1
20000.0,36.0,9.76,643.1,1,10.0,3,11.170449240431308,7
11800.0,36.0,15.77,413.52,3,10.0,1,11.225256725762893,2
10000.0,36.0,7.89,312.86,0,10.0,1,11.082157933374816,1
25000.0,36.0,7.49,777.55,0,10.0,1,11.51293546492023,2
16000.0,60.0,19.99,423.82,4,3.0,2,11.561725152903833,8
17000.0,36.0,6.24,519.03,0,10.0,2,11.002116507732017,1
4500.0,36.0,9.76,144.7,1,3.0,1,10.502351525774941,2
15050.0,36.0,11.99,499.81,2,8.0,1,10.877688637695117,2
18000.0,60.0,18.2,459.05,4,3.0,3,11.440365524765754,2
18000.0,36.0,9.17,573.83,1,10.0,1,12.206077645517674,1
16400.0,36.0,7.49,510.07,0,10.0,1,11.289794413577894,1
30000.0,36.0,12.59,1004.91,2,6.0,3,11.002116507732017,2
3200.0,36.0,17.57,115.0,3,5.0,3,10.491301994830229,8
35000.0,36.0,17.86,1262.88,3,1.0,3,11.362114203075018,2
13525.0,60.0,16.55,332.87,3,5.0,1,10.757924157061597,2
8000.0,36.0,11.99,265.68,2,9.0,1,10.463131911491967,8
9025.0,36.0,13.99,308.41,2,10.0,3,10.968215530759235,2
5500.0,36.0,9.76,176.86,1,2.0,3,10.839600519357369,5
11200.0,60.0,13.67,258.7,2,1.0,3,11.002116507732017,2
1000.0,36.0,16.99,35.65,3,10.0,3,11.385103457032141,8
18000.0,60.0,11.22,393.35,1,8.0,1,11.51293546492023,2
4000.0,36.0,11.22,131.38,1,0.0,3,11.849404844423074,7
10000.0,36.0,9.76,321.55,1,10.0,1,10.915106645867501,3
10000.0,60.0,23.99,287.63,5,10.0,1,11.127277689932466,2
12000.0,36.0,8.49,378.76,1,10.0,1,11.357066660461614,2
8000.0,36.0,11.22,262.75,1,,1,10.362335437209405,2
10000.0,36.0,13.67,340.18,2,3.0,1,11.225256725762893,2
12000.0,60.0,18.2,306.03,4,10.0,3,10.596659732783579,0
25000.0,36.0,14.48,860.29,2,,2,11.39640288460621,3
28000.0,36.0,7.26,867.9,0,10.0,1,11.002116507732017,2
10000.0,36.0,12.59,334.97,2,6.0,1,11.06665398721974,1
10000.0,36.0,11.99,332.1,2,,1,11.082157933374816,3
5000.0,36.0,11.99,166.05,2,2.0,2,10.491301994830229,2
21000.0,60.0,18.2,535.55,4,9.0,3,10.645448706505872,2
20000.0,36.0,11.99,664.2,2,0.0,1,11.350418300109132,2
12250.0,60.0,23.99,352.34,5,9.0,1,10.339514196226636,6
16000.0,36.0,6.89,493.23,0,3.0,1,11.184435286790631,2
10000.0,36.0,8.38,315.12,1,10.0,1,10.545367754151743,1
21000.0,60.0,17.86,531.67,3,3.0,3,10.819798284210286,2
8000.0,36.0,9.76,257.24,1,10.0,2,10.819798284210286,3
10000.0,36.0,11.99,332.1,2,4.0,1,10.596659732783579,8
13000.0,36.0,7.26,402.95,0,7.0,3,11.451060699493427,1
10000.0,36.0,5.32,301.15,0,10.0,3,11.77845900965173,1
35000.0,60.0,13.44,804.27,2,0.0,3,11.918397239722838,3
16000.0,60.0,20.99,432.77,4,0.0,1,11.156264806643742,2
24000.0,36.0,9.17,765.1,1,10.0,3,11.097425172408931,2
25000.0,60.0,7.89,505.6,0,10.0,1,11.849404844423074,2
25000.0,36.0,11.49,824.29,1,3.0,3,11.407576060361786,2
17350.0,60.0,18.2,442.47,4,5.0,1,10.869234893122876,2
20000.0,60.0,12.05,445.4,2,10.0,1,11.289794413577894,2
5000.0,36.0,9.17,159.4,1,,2,10.819798284210286,2
14675.0,60.0,19.99,388.72,4,2.0,3,10.91328684226798,2
15000.0,36.0,16.55,531.44,3,10.0,2,10.819798284210286,2
16000.0,60.0,13.67,369.57,2,,1,10.714439990727769,1
12000.0,36.0,9.8,386.09,1,,3,10.809748150372926,2
35000.0,36.0,9.17,1115.77,1,10.0,1,12.072546967175038,2
15600.0,36.0,11.48,514.28,1,2.0,3,10.933124826700706,2
26600.0,60.0,11.99,591.57,2,10.0,2,11.849404844423074,2
3000.0,36.0,9.76,96.47,1,8.0,3,10.714439990727769,5
9900.0,36.0,16.55,350.75,3,0.0,2,10.34177474101152,5
9000.0,36.0,7.89,281.58,0,10.0,1,10.77897712300635,2
4600.0,36.0,6.0,128.98,2,0.0,3,9.680406499268875,2
12300.0,36.0,14.48,423.26,2,6.0,1,10.239995502805314,2
14000.0,60.0,16.55,344.56,3,7.0,3,10.571342565808699,2
5500.0,36.0,7.89,172.08,0,,2,9.741027444837728,2
35000.0,60.0,16.99,869.66,3,0.0,3,11.23850177707664,1
16000.0,36.0,11.99,531.36,2,10.0,3,10.859018228147885,8
20000.0,36.0,11.48,659.33,1,10.0,1,12.821260987319457,2
14000.0,60.0,18.49,359.26,4,8.0,3,10.990044128923502,2
24000.0,36.0,11.22,788.24,1,10.0,3,11.775297421715825,5
16000.0,60.0,12.59,360.7,2,10.0,3,11.19822841866684,10
4500.0,36.0,11.22,147.8,1,3.0,3,10.275085591132715,1
35000.0,60.0,10.64,754.72,1,0.0,1,11.775297421715825,2
16000.0,60.0,13.67,369.57,2,2.0,3,11.19822841866684,2
18000.0,60.0,8.49,369.22,1,1.0,1,11.669937760751914,1
10000.0,36.0,9.17,318.79,1,10.0,3,11.49273296168228,1
8000.0,36.0,9.17,255.04,1,6.0,1,11.156264806643742,1
6000.0,36.0,9.76,192.93,1,2.0,2,10.896757843893464,1
3000.0,36.0,12.05,99.72,2,10.0,1,11.461642696843066,8
20000.0,36.0,5.32,602.3,0,3.0,1,11.608244735642321,2
7200.0,36.0,9.17,229.53,1,6.0,3,10.373522431293592,8
16000.0,36.0,9.17,510.07,1,10.0,1,12.013706813470412,3
20000.0,60.0,15.77,483.93,3,1.0,3,11.002116507732017,8
4000.0,36.0,9.99,129.05,1,,1,11.338583982516495,3
15000.0,36.0,12.05,498.58,2,2.0,1,10.819798284210286,2
15000.0,36.0,7.26,464.95,0,10.0,1,12.206077645517674,2
25000.0,60.0,13.67,577.44,2,8.0,1,11.350418300109132,1
14800.0,36.0,5.32,445.7,0,2.0,1,11.082157933374816,1
35000.0,60.0,16.99,869.66,3,10.0,1,11.775297421715825,2
24000.0,36.0,14.48,825.87,2,10.0,1,11.42955472553732,1
14000.0,60.0,12.59,315.62,2,2.0,3,10.645448706505872,2
20000.0,36.0,11.49,659.43,1,3.0,3,11.156264806643742,2
19450.0,60.0,18.2,496.03,4,1.0,1,10.668978650219241,2
35000.0,60.0,21.99,966.47,5,9.0,1,11.461642696843066,2
20000.0,36.0,11.22,656.86,1,2.0,1,11.849404844423074,2
10000.0,36.0,13.67,340.18,2,0.0,3,10.12667110305036,2
10000.0,36.0,12.59,334.97,2,10.0,2,11.002116507732017,2
24000.0,36.0,6.24,732.74,0,0.0,1,11.695255355062795,2
15000.0,36.0,6.24,457.97,0,2.0,3,12.072546967175038,1
13450.0,60.0,17.57,338.41,3,2.0,3,11.156264806643742,2
14000.0,36.0,8.38,441.17,1,10.0,3,10.799595985047786,2
15000.0,60.0,27.31,460.82,6,10.0,1,10.308985993422082,2
7000.0,36.0,9.76,225.09,1,2.0,1,10.915106645867501,2
19800.0,60.0,23.99,569.5,5,1.0,3,10.915106645867501,10
7000.0,36.0,5.32,210.81,0,10.0,1,10.77897712300635,2
1000.0,36.0,13.18,33.79,2,10.0,1,10.978507040265917,3
8000.0,36.0,13.18,270.25,2,3.0,3,10.819798284210286,5
1500.0,36.0,12.59,50.25,2,2.0,2,10.239995502805314,3
16000.0,36.0,11.22,525.49,1,10.0,1,11.470769247436836,2
11600.0,36.0,7.26,359.56,0,2.0,1,10.275085591132715,2
6500.0,36.0,5.32,195.75,0,3.0,3,10.518700218288165,1
20850.0,60.0,12.05,464.33,2,,1,11.149096419938578,2
3950.0,36.0,15.41,137.73,3,4.0,3,11.097425172408931,2
7350.0,36.0,11.99,244.1,2,7.0,3,9.680406499268875,2
22000.0,36.0,5.32,662.53,0,10.0,2,11.599112335481124,1
7000.0,36.0,13.18,236.47,2,,1,10.819798284210286,1
32000.0,36.0,11.99,1062.71,2,10.0,1,11.608244735642321,2
3000.0,36.0,16.99,106.95,3,3.0,3,10.571342565808699,3
24000.0,36.0,13.18,810.74,2,5.0,3,11.234810811786502,1
12400.0,60.0,18.2,316.23,4,7.0,3,10.203629181337648,1
15000.0,36.0,7.26,464.95,0,10.0,2,10.714439990727769,1
3600.0,36.0,10.64,117.25,1,,3,10.308985993422082,1
10000.0,36.0,9.17,318.79,1,10.0,1,11.034905792929415,2
5000.0,36.0,10.78,163.18,1,10.0,3,10.491301994830229,8
9375.0,36.0,15.41,326.88,3,10.0,1,10.819798284210286,2
7000.0,36.0,8.38,220.59,1,1.0,1,11.561725152903833,2
21000.0,36.0,5.32,632.42,0,,2,11.966964840928018,2
23900.0,60.0,20.99,646.45,4,10.0,3,11.918397239722838,2
8000.0,36.0,11.99,265.68,2,10.0,3,11.695255355062795,2
35000.0,36.0,22.99,1354.66,5,10.0,1,11.51293546492023,3
21000.0,36.0,15.41,732.2,3,2.0,3,11.813037464800539,2
9600.0,36.0,10.64,312.66,1,2.0,1,11.289794413577894,3
8000.0,36.0,9.17,255.04,1,2.0,3,10.87685780624945,1
5600.0,36.0,12.59,187.59,2,3.0,3,10.819798284210286,2
29000.0,60.0,8.49,594.84,1,10.0,1,11.184435286790631,1
25000.0,36.0,5.32,752.87,0,3.0,1,11.719947764402805,1
28000.0,36.0,7.89,876.0,0,3.0,1,12.230770136157428,2
19400.0,60.0,18.49,497.82,3,10.0,1,10.789339695269716,2
10000.0,36.0,12.59,334.97,2,1.0,3,11.289794413577894,2
15000.0,36.0,5.32,451.73,0,1.0,1,11.749979810968657,1
25000.0,60.0,13.18,571.14,2,7.0,1,11.225256725762893,2
6000.0,36.0,11.22,197.06,1,10.0,1,11.112462823634855,2
6000.0,36.0,7.89,187.72,0,2.0,3,10.12667110305036,1
24000.0,60.0,11.99,533.75,2,0.0,3,11.156264806643742,1
18000.0,36.0,6.24,549.56,0,10.0,3,11.289794413577894,1
20000.0,36.0,6.89,616.54,0,6.0,1,11.652696102959753,3
8000.0,36.0,13.67,272.15,2,10.0,2,10.373522431293592,2
10000.0,36.0,6.89,308.27,0,3.0,1,11.184435286790631,2
18000.0,60.0,13.18,411.22,2,9.0,3,11.002116507732017,2
12000.0,60.0,15.41,288.07,3,2.0,1,11.686887175419702,2
35000.0,36.0,12.59,1172.39,2,3.0,2,11.982935344196433,1
13000.0,36.0,8.18,408.46,1,9.0,1,10.645448706505872,1
7000.0,36.0,11.99,232.47,2,1.0,1,11.350418300109132,6
10000.0,36.0,8.38,315.12,1,9.0,2,12.429220196836383,1
16000.0,36.0,5.32,481.84,0,10.0,1,11.225256725762893,2
11700.0,60.0,23.99,336.52,5,7.0,3,10.571342565808699,2
20000.0,60.0,14.33,468.8,2,10.0,3,11.294781892900653,2
21200.0,60.0,13.67,489.67,2,10.0,3,11.166214996056205,2
21700.0,36.0,17.57,779.84,3,,1,11.002116507732017,2
6000.0,36.0,12.59,200.99,2,10.0,1,10.463131911491967,1
5000.0,36.0,7.26,154.99,0,8.0,3,10.77897712300635,3
25000.0,36.0,13.67,850.44,2,10.0,1,11.225256725762893,2
7500.0,36.0,8.38,236.34,1,,3,10.254179634797001,2
15000.0,36.0,8.38,472.68,1,4.0,1,11.002116507732017,2
10075.0,60.0,21.99,278.21,5,1.0,3,10.645448706505872,2
25000.0,60.0,15.41,600.15,3,9.0,1,11.536651757164861,3
6000.0,36.0,9.17,191.28,1,,3,10.819798284210286,1
5000.0,36.0,11.99,166.05,2,7.0,3,12.100717685412471,1
10000.0,36.0,8.38,315.12,1,10.0,1,11.264476926102367,2
5000.0,36.0,13.18,168.91,2,4.0,3,10.239995502805314,1
8000.0,36.0,12.59,267.98,2,10.0,3,11.440365524765754,2
9600.0,36.0,13.18,324.3,2,5.0,3,10.668978650219241,2
16050.0,36.0,13.18,542.19,2,10.0,1,11.83387063532945,3
15000.0,36.0,11.22,492.65,1,3.0,3,10.714439990727769,2
5000.0,36.0,9.17,159.4,1,3.0,3,11.251573687764477,2
5000.0,36.0,13.44,169.54,2,1.0,3,10.596659732783579,2
15000.0,36.0,6.89,462.41,0,10.0,2,11.170449240431308,3
25000.0,60.0,13.67,577.44,2,5.0,1,11.849404844423074,2
12000.0,60.0,19.99,317.86,4,9.0,1,10.596659732783579,2
35000.0,60.0,15.41,840.2,3,0.0,1,11.418625774449596,5
28000.0,36.0,7.89,876.0,0,6.0,2,11.002116507732017,5
35000.0,60.0,21.48,956.35,4,2.0,1,12.100717685412471,10
32000.0,60.0,11.99,711.67,2,4.0,1,11.775297421715825,8
13600.0,36.0,5.32,409.57,0,6.0,1,11.289794413577894,3
8000.0,36.0,12.59,267.98,2,10.0,2,11.736077016252437,3
14425.0,60.0,18.2,367.88,4,0.0,1,10.271493062483911,2
30000.0,36.0,8.38,945.36,1,10.0,1,11.695255355062795,2
16000.0,60.0,16.55,393.79,3,10.0,3,11.002116507732017,2
17100.0,36.0,13.18,577.66,2,10.0,1,11.6709372525466,2
5000.0,36.0,8.38,157.56,1,0.0,1,10.714439990727769,2
4200.0,36.0,14.48,144.53,2,10.0,1,11.002116507732017,1
12000.0,36.0,5.32,361.38,0,10.0,1,10.308985993422082,2
22000.0,60.0,13.18,502.6,2,10.0,1,11.407576060361786,2
18000.0,36.0,9.76,578.79,1,10.0,1,11.884495917930654,2
5000.0,36.0,13.18,168.91,2,10.0,2,10.819798284210286,2
16000.0,60.0,8.38,327.34,1,2.0,1,12.487488878546145,2
7500.0,36.0,8.49,236.73,1,2.0,3,11.156264806643742,1
5950.0,36.0,20.99,224.14,4,0.0,3,10.165890277802454,2
8000.0,36.0,11.99,265.68,2,10.0,1,11.918397239722838,6
28000.0,60.0,9.76,591.62,1,9.0,3,11.695255355062795,2
21000.0,60.0,11.99,467.03,2,1.0,1,11.407576060361786,2
13675.0,36.0,5.32,411.82,0,5.0,3,11.044248954712396,2
18000.0,36.0,11.22,591.18,1,,3,10.85013288642403,1
20000.0,60.0,13.67,461.96,2,3.0,2,10.819798284210286,2
8000.0,36.0,7.26,247.97,0,8.0,3,10.968215530759235,2
16000.0,60.0,19.89,422.93,4,4.0,3,11.407576060361786,1
35000.0,36.0,9.76,1125.42,1,10.0,2,11.461642696843066,1
3000.0,36.0,13.99,102.52,2,6.0,3,11.156264806643742,2
21600.0,60.0,11.22,472.01,1,3.0,1,11.225256725762893,3
20000.0,36.0,12.59,669.94,2,10.0,1,11.863589378812122,2
30000.0,60.0,17.86,759.52,3,10.0,3,11.51293546492023,1
12000.0,36.0,11.48,395.6,1,1.0,1,11.289794413577894,2
12000.0,36.0,8.38,378.15,1,10.0,1,11.532737896139919,2
6800.0,36.0,9.76,218.66,1,4.0,1,10.915106645867501,2
15000.0,36.0,17.27,536.81,3,10.0,1,10.819798284210286,3
10000.0,36.0,5.32,301.15,0,4.0,3,11.156264806643742,1
28000.0,36.0,5.32,843.22,0,6.0,1,12.043559598368038,2
12800.0,60.0,13.18,292.43,2,10.0,1,11.30221677925738,2
23450.0,60.0,15.77,567.4,3,10.0,1,11.088904252333467,2
7000.0,36.0,12.05,232.67,2,10.0,1,10.799595985047786,8
24000.0,60.0,7.91,485.61,0,10.0,1,11.736077016252437,2
10000.0,36.0,11.22,328.43,1,10.0,2,11.813037464800539,2
24000.0,36.0,10.64,781.65,1,10.0,1,11.736077016252437,2
26875.0,60.0,18.49,689.64,4,10.0,1,11.289794413577894,2
10000.0,36.0,7.89,312.86,0,5.0,3,11.082157933374816,2
18000.0,60.0,12.88,408.46,2,0.0,1,11.379405500851828,2
30000.0,36.0,9.8,965.21,1,,1,11.512268649314043,2
25300.0,36.0,7.26,784.21,0,10.0,1,12.292254928916668,2
8000.0,36.0,11.99,265.68,2,2.0,1,11.205054290550551,2
6000.0,36.0,13.67,204.11,2,10.0,2,10.596659732783579,8
30000.0,60.0,20.99,811.44,4,9.0,1,11.461642696843066,2
19000.0,36.0,11.99,630.99,2,8.0,3,10.545367754151743,2
35000.0,36.0,13.67,1190.62,2,3.0,3,11.652696102959753,1
5400.0,36.0,11.22,177.36,1,1.0,1,11.156264806643742,2
20000.0,36.0,8.38,630.24,1,,2,11.51293546492023,2
3875.0,36.0,17.86,139.82,3,,3,9.99884318585288,2
15000.0,36.0,9.17,478.19,1,4.0,1,11.608244735642321,3
8000.0,36.0,9.76,257.24,1,4.0,3,10.839600519357369,1
20000.0,36.0,7.89,625.72,0,4.0,1,11.407576060361786,1
8000.0,36.0,7.89,250.29,0,2.0,3,10.819798284210286,5
18000.0,36.0,11.48,593.4,1,2.0,3,12.425212191503038,1
12500.0,36.0,11.99,415.12,2,,3,10.12667110305036,2
1500.0,36.0,7.91,46.95,0,10.0,1,11.156264806643742,3
12000.0,60.0,13.99,279.16,2,4.0,3,11.849404844423074,2
10000.0,36.0,9.99,322.63,1,10.0,1,11.472113887062386,2
29500.0,60.0,9.8,623.89,1,10.0,1,11.695255355062795,2
28000.0,36.0,5.32,843.22,0,10.0,1,11.526838232023529,2
13200.0,36.0,8.38,415.96,1,1.0,1,12.128116509451258,1
25000.0,36.0,7.26,774.91,0,10.0,1,11.51293546492023,2
18000.0,36.0,9.76,578.79,1,3.0,1,11.156264806643742,3
2825.0,36.0,11.48,93.14,1,10.0,3,10.757924157061597,1
15000.0,36.0,8.38,472.68,1,10.0,1,10.933124826700706,3
12000.0,36.0,8.38,378.15,1,10.0,1,11.156264806643742,3
6000.0,36.0,13.18,202.69,2,,2,10.043292972227004,2
6650.0,36.0,17.27,237.99,3,,3,9.824498456285756,2
16500.0,60.0,13.67,381.11,2,10.0,3,11.289794413577894,2
35000.0,60.0,18.99,907.73,4,2.0,1,12.301387370778713,2
12000.0,36.0,11.99,398.52,2,4.0,3,11.082157933374816,2
2000.0,36.0,9.17,63.76,1,10.0,1,10.571342565808699,2
30000.0,60.0,18.99,778.06,4,0.0,3,11.407576060361786,2
5000.0,36.0,12.59,167.49,2,10.0,3,9.893487720457793,1
16000.0,60.0,14.48,376.29,2,10.0,1,11.225256725762893,3
17000.0,36.0,9.17,541.95,1,8.0,3,11.407576060361786,2
25000.0,36.0,13.67,850.44,2,8.0,1,11.042937835596494,2
18000.0,60.0,17.57,452.89,3,7.0,3,10.714439990727769,2
18000.0,36.0,13.44,610.32,2,5.0,1,11.695255355062795,2
8000.0,36.0,10.64,260.55,1,6.0,1,10.819798284210286,8
35000.0,60.0,23.99,1006.68,5,5.0,3,11.775297421715825,10
23000.0,60.0,12.88,521.91,2,5.0,1,11.156264806643742,2
24000.0,60.0,8.38,491.01,1,1.0,1,11.608244735642321,2
8000.0,36.0,9.76,257.24,1,1.0,3,10.714439990727769,2
24000.0,60.0,18.99,622.45,4,6.0,1,10.985309671896763,2
8500.0,36.0,10.64,276.84,1,10.0,3,10.714439990727769,2
35000.0,36.0,18.49,1273.96,4,0.0,1,11.849404844423074,8
20000.0,36.0,11.99,664.2,2,0.0,1,11.532737896139919,2
20000.0,36.0,12.59,669.94,2,3.0,3,11.561725152903833,10
20000.0,60.0,13.67,461.96,2,2.0,3,11.385103457032141,2
11250.0,36.0,17.86,405.93,3,6.0,1,12.043559598368038,8
4200.0,36.0,8.38,132.36,1,3.0,1,10.74507628970625,1
12000.0,36.0,8.38,378.15,1,2.0,1,10.819798284210286,1
24000.0,36.0,7.49,746.44,0,10.0,3,11.51293546492023,2
10000.0,36.0,6.24,305.31,0,2.0,3,11.127277689932466,2
15000.0,60.0,10.64,323.45,1,1.0,1,11.034905792929415,2
10000.0,36.0,11.22,328.43,1,9.0,3,10.714439990727769,2
29000.0,36.0,7.26,898.89,0,10.0,1,11.813037464800539,2
13000.0,60.0,9.76,274.68,1,0.0,3,11.002116507732017,1
13200.0,36.0,7.26,409.15,0,2.0,1,10.815790343132422,2
12575.0,36.0,17.86,453.74,3,5.0,1,10.373522431293592,2
12000.0,60.0,21.48,327.89,4,10.0,2,10.308985993422082,2
12000.0,60.0,17.86,303.81,3,6.0,1,11.002116507732017,2
